id,address,battery,ict,lamp,latitude,longitude,postalCode
285,"681 PUNGGOL DR, OASIS TERRACES, #B1-01",1,0,1,1.4027176,103.9132501,820681
286,"131 KILLINEY RD, ORCHARD GRAND COURT, #01-01/02/03",1,0,1,1.29735465,103.8384605,239571
287,"1 TAMPINES WALK, OUR TAMPINES HUB, #B1-01",1,0,1,1.35379,103.940887,528523
288,"734 PASIR RIS ST 72, PASIR RIS WEST PLAZA, #01-37",1,0,1,1.3796526,103.9365247,510734
289,"10 PAYA LEBAR RD, PAYA LEBAR QUARTER, #B2-09",1,0,1,1.3177085,103.8926094,409057
290,"168 PUNGGOL FIELD RD, PUNGGOL PLAZA, #03-01/02",1,0,1,1.39425115,103.9128346,820168
291,"11 RIVERVALE CRESCENT, RIVERVALE MALL, #03-01",1,0,1,1.39224515,103.9043778,545082
292,"118 RIVERVALE DR, RIVERVALE PLAZA, #01-08",1,0,1,1.3849113,103.9026609,540118
293,"6 SCOTTS RD, SCOTTS SQUARE, #B1-03 TO 07 AND #B1-10",1,0,1,1.306425,103.833472,228209
294,"33 SENGKANG WEST AVE, SELETAR MALL, #B2-24",1,0,1,1.391431,103.87608,797653
295,"628 SENJA RD, SENJA GRAND, #01-01",1,0,1,1.385167,103.760306,670628
296,"1 MAJU AVE, SERANGOON GARDEN VILLAGE, #B1-11",1,0,1,1.36512225,103.8650484,556679
297,"10 EUNOS RD 8, SINGPOST CENTRE #B1-101 TO 107",1,0,1,1.31885315,103.8936359,408600
298,"10 SINARAN DR, SQUARE 2, #04-46/47/48/49",1,0,1,1.320732,103.8444396,307506
299,"30 SEMBAWANG DRIVE, SUN PLAZA, #B1-01/02",1,0,1,1.4483136,103.8194642,757713
300,"399 YUNG SHENG RD, TAMAN JURONG SHOPPING CENTRE, #01-35",1,0,1,1.33478625,103.7201085,610399
301,"4 TAMPINES CENTRAL 5, TAMPINES MALL, #B1-12",1,0,1,1.352475,103.944728,529510
302,"1 TANJONG PAGAR PLAZA, #01-01",1,0,1,1.274899,103.8425428,82001
303,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #B1-12",1,0,1,1.315239,103.764556,129588
304,"301 UPPER THOMSON RD, THOMSON PLAZA, #03-37/38",1,0,1,1.3543366,103.8302338,574408
305,"1 PASIR RIS CENTRAL ST 3, WHITE SANDS, #B1-10",1,0,1,1.372292,103.949699,518457
306,"598 YISHUN RING RD, WISTERIA MALL, #01-01",1,0,1,1.434776,103.833318,768698
307,"900 SOUTH WOODLANDS DRIVE, WOODLANDS CIVIC CENTRE, #B1-01",1,0,1,1.4349069,103.7871926,730900
308,"61 CHOA CHU KANG DR, YEW TEE MRT STATION, #01-01",1,0,1,1.397461,103.747401,689715
309,"21 CHOA CHU KANG NORTH 6, YEW TEE POINT, #B1-01",1,0,1,1.397199,103.74683,689578
310,"301 YISHUN AVE 2, YISHUN MRT STATION, #01-02",1,0,1,1.429432,103.83497,769093
311,"20 AH HOOD RD, ZHONG SHAN PARK, #02-01",1,0,1,1.3268252,103.8465593,329984
312,"161 ANG MO KIO AVE 4, #01-504",1,0,1,1.374177,103.839535,560161
313,"348 BEDOK ROAD, #01-01",1,0,1,1.3312172,103.9483149,469560
314,"21 TAMPINES NORTH DRIVE 2, GIANT HYPERMART TAMPINES, #03-01",1,0,1,1.371907,103.932147,528765
315,"21 HOUGANG ST 51, #01-52",1,0,1,1.3792857,103.8878876,538719
316,"2 JURONG EAST STREET 21, #01-100",1,0,1,1.334771,103.746757,609601
317,"259 PASIR RIS ST 21, #01-27",1,0,1,1.3663512,103.9645143,510259
318,"638 JURONG WEST STREET 61, #03-01",1,0,1,1.341596,103.69716,640638
319,"604 SEMBAWANG ROAD, #B1-25",1,0,1,1.441726,103.825068,758459
320,"3 TEMASEK BOULEVARD, #B1-154",1,0,1,1.296193,103.858871,38983
321,"883 WOODLANDS STREET 82, #01-498",1,0,1,1.4425777,103.7908042,730883
322,"341 BALESTIER ROAD, #01-02",1,0,1,1.324171,103.85121,329773
323,"221 BOON LAY PLACE, BOON LAY SHOPPING COMPLEX, #02-164",1,0,1,1.346388,103.712233,640221
324,"2 TAMPINES CENTRAL 5, CENTURY SQAURE, #04-07 & 04-20/ 21",1,0,1,1.35231222,103.9439813,529509
325,"1 PASIR RIS CLOSE, E!HUB, #01-103",1,0,1,1.377054,103.954928,519599
326,"1 WOODLANDS ROAD, #02-02 TO 07",1,0,1,1.3803675,103.7601674,677899
327,"71 KALLANG BAHRU, #01-531",1,0,1,1.3209929,103.87039,330071
328,"11 TANJONG KATONG ROAD, KINEX, #03-29 to 34",1,0,1,1.3149651,103.894924,437157
329,"259 PASIR RIS STREET 21, #01-27, NEAR GIANT ENTRANCE",1,0,1,1.3663512,103.9645143,510259
330,"604 SEMBAWANG ROAD, SEMBAWANG SHOPPING CENTRE, #02-20/21",1,0,1,1.44174255,103.8248753,758459
331,"192 TOA PAYOH LOR 4, #02-674",1,0,1,1.330623,103.854287,310192
332,"3 GATEWAY DRIVE, WESTGATE, #03-46/47/48",1,0,1,1.334194,103.7428671,608532
333,"108 MCNAIR RD, #01-295",1,0,1,1.321693,103.859619,321108
334,"115 BEDOK NORTH ROAD, #01-319",1,0,1,1.3314328,103.9368825,460115
335,"122 ANG MO KIO AVE 3, #01-1753",1,0,1,1.370195,103.843417,560122
336,"154A BUKIT BATOK WEST AVE 8, #01-01",1,0,1,1.347456,103.743732,651154
337,"18 TECK WHYE LANE, #01-95",1,0,1,1.378373,103.754052,680018
338,"182 WOODLANDS ST 13, #01-01",1,0,1,1.4351831,103.7760015,730182
339,"19 SERANGOON NORTH AVE 5, #01-01",1,0,1,1.375742,103.871852,554913
340,"200 UPP THOMSON RD, #B1-01",1,0,1,1.35187,103.83607,574424
341,"200 WOODLANDS INDUSTRIAL PARK E7, #01-30",1,0,1,1.4507862,103.7968231,757177
342,"209 NEW UPPER CHANGI RD, #01-631, BESIDE MAIN ENTRANCE",1,0,1,1.3246093,103.9310335,460209
343,"231 SUMANG LANE, #01-02",1,0,1,1.4018757,103.8921304,820231
344,"233 ANG MO KIO AVE 3, #01-1168",1,0,1,1.367579,103.836733,560233
345,"25 GHIM MOH LINK, #01-11",1,0,1,1.30822,103.7864862,270025
346,"258 PASIR RIS ST 21, #02-10",1,0,1,1.3670929,103.9647716,510258
347,"292 BUKIT BATOK EAST AVENUE 6, #01-02",1,0,1,1.3444253,103.7548926,650292
348,"3 YUAN CHING RD, #01-01A/02",1,0,1,1.325866,103.724699,618642
349,"301 GEYLANG ROAD, #01-02",1,0,1,1.312721,103.878642,389344
350,"301 PUNGGOL CENTRAL, #01-01",1,0,1,1.4037905,103.9061683,820301
351,"301 WOODLANDS ST 31, #01-217",1,0,1,1.429493,103.775039,730301
352,"351 ANCHORVALE ROAD, #01-05",1,0,1,1.3932838,103.8866554,540351
353,"352 CLEMENTI AVE 2, #01-91",1,0,1,1.3146608,103.7713853,120352
354,"4 LORONG 7 TOA PAYOH, #01-107",1,0,1,1.339039,103.855403,310004
355,"4 WOODLANDS STREET 12, #02-61",1,0,1,1.429493,103.775039,738623
356,"420A CLEMENTI AVE 1, #01-01",1,0,1,1.3103063,103.7687543,121420
357,"455 SENGKANG WEST AVENUE, #01-16",1,0,1,1.391894,103.871457,790455
358,"506 TAMPINES CENTRAL 1, #01-361",1,0,1,1.3560351,103.9459129,520506
359,"52 CHIN SWEE RD, #01-25",1,0,1,1.286966,103.84167,160052
360,"539A BEDOK NORTH ST 3, #01-477",1,0,1,1.33242345,103.9255085,461539
361,"544 JURONG WEST ST 42, #01-97",1,0,1,1.352239,103.715901,640544
362,"573 WOODLANDS DRIVE 16, #02-01",1,0,1,1.43105185,103.7984822,730573
363,"61 TEBAN GARDENS RD, #01-21",1,0,1,1.3222065,103.7382286,600061
364,"623 ELIAS ROAD, #B1-01",1,0,1,1.37836,103.942018,510623
365,"675 YISHUN AVENUE 4, #01-10",1,0,1,1.4201172,103.8435501,760675
366,"7 JURONG WEST AVE 5, #01-01",1,0,1,1.3487508,103.7032901,649486
367,"739A BEDOK RESERVOIR RD, #01-01",1,0,1,1.3381024,103.9234133,471739
368,"785E WOODLANDS RISE, #01-01",1,0,1,1.4465419,103.805898,735785
369,"845 YISHUN STREET 81, #01-184",1,0,1,1.416025,103.834953,760845
370,"88 TANGLIN HALT ROAD, #01-10",1,0,1,1.301483,103.798503,141088
371,"925 YISHUN CENTRAL 1, #01-211",1,0,1,1.4279246,103.8373505,760925
372,"338 ANCHORVALE CRESCENT, #01-11",1,0,1,1.399254,103.889109,540338
373,"11 UPPER BOON KENG ROAD, #01-901",1,0,1,1.3142583,103.870917,380011
374,"440 BUKIT BATOK WEST AVE 8, #01-10",1,0,1,1.349727,103.740039,650440
375,"18B CIRCUIT ROAD, #01-260",1,0,1,1.329256,103.888455,372018
376,"85 DAWSON ROAD, #01-01",1,0,1,1.295354,103.809806,141085
377,"660A EDGEDALE PLAINS, #01-01",1,0,1,1.402634,103.916573,821660
378,"417 FERNVALE LINK, #01-11",1,0,1,1.391707,103.879945,790417
379,"473 FERVALE STREET, #01-06",1,0,1,1.39781,103.881713,790473
380,"1 WOODLANDS ROAD, JUNCTION 10, #01-07",1,0,1,1.3803675,103.7601674,677899
381,"18 YISHUN AVENUE 9, JUNCTION NINE, #02-06",1,0,1,1.4337382,103.8420651,768897
382,"202 MARSILING DRIVE, #01-138",1,0,1,1.442893,103.774871,730202
383,"1 JALAN BERSEH, #B1-02/22",1,0,1,1.307955,103.857212,209037
384,"527D PASIR RIS STREET 51, #01-01",1,0,1,1.36978545,103.9480767,514527
385,"6 POTONG PASIR AVENUE 2, LEVEL 1",1,0,1,1.3326372,103.8671892,358361
386,"547 SEGAR ROAD, #01-06",1,0,1,1.388159,103.770008,670547
387,"312A SUMANG LINK, #01-04",1,0,1,1.4110086,103.9003954,821312
388,872C TAMPINES STREET 86,1,0,1,1.35511155,103.9315802,523872
389,"150 NORTH BRIDGE ROAD, CITY HALL MRT STATION, #B1-01",1,0,1,1.293219,103.852181,179100
390,"8A MARINA BOULEVARD, #B2-44",1,0,0,1.279824,103.852925,18984
391,"16 ENGGOR STREET, #01-05",1,0,0,1.27452,103.844184,79717
392,"1 WOODLANDS SQUARE, #B1-31",1,0,0,1.436185,103.785816,738099
393,"442 ORCHARD ROAD, #B1-01",1,0,0,1.307669,103.828164,238879
394,"41 SUNSET WAY, #01-01A",1,0,0,1.32356,103.767703,597071
395,"430 UPPER CHANGI ROAD, #01-47",1,0,0,1.331824,103.9463,487048
396,"1 SELETAR ROAD, #01-11",1,0,0,1.3875539,103.8692488,807011
397,"1 MARITIME SQUARE, #01-47",1,0,0,1.264646,103.820178,99254
398,"205 HOUGANG STREET 21, #01-133",1,0,0,1.359397,103.885286,530205
399,"211 HOLLAND AVENUE, #01-02",1,0,0,1.3101598,103.7953924,278967
400,"23 SERANGOON CENTRAL, #B2-44",1,0,0,1.3507085,103.8725819,556083
401,"930 YISHUN AVE 2, #B1-06",1,0,0,1.429361,103.836035,769098
402,"896 DUNEARN ROAD, #02-01",1,0,0,1.336574,103.7833364,589472
403,"391A ORCHARD ROAD, #B2-01, NEAR CASHIER",1,0,0,1.3021406,103.8353196,238872
404,"10 TAMPINES CENTRAL 1, #B1-01",1,0,0,1.3540771,103.9450103,529536
405,464-484 UPPER BUKIT TIMAH ROAD,1,0,0,1.36236,103.767573,678077
406,"2 BAYFRONT AVENUE, #01-29",1,0,0,1.283342,103.857568,18972
407,"1 BUKIT BATOK CENTRAL LINK, #B1-01",1,0,0,1.3500765,103.7492566,658713
408,"750A CHAI CHEE ROAD, #01-01",1,0,0,1.32296095,103.9222616,469001
409,"180 KITCHENER RD, CITY SQUARE MALL, #02-03",1,0,0,1.3112429,103.8565772,208539
410,"1 JOO KOON CIRCLE, FAIRPRICE HUB, #02-21",1,0,0,1.326383,103.678539,629117
411,"407 NORTHSHORE DRIVE, #01-27",1,0,0,1.41727,103.9016903,820407
412,230 STADIUM BOULEVARD,1,0,0,1.3043937,103.8823325,397799
413,"176 ORCHARD ROAD, THE CENTREPOINT, #01-14",1,0,0,1.3014954,103.839658,238843
414,"107 TAMPINES ST 11, #01-353/355/357/359",1,0,0,1.348422,103.948328,521107
415,"12 ALEXANDRA VIEW, #01-18",1,0,0,1.29094,103.817046,158736
416,"152B SERANGOON NORTH AVE 1, #01-384",1,0,0,1.3723506,103.8738446,552152
417,"20 LENGKOK BAHRU, #01-13",1,0,0,1.286345,103.811253,159053
418,"253 SERANGOON CENTRAL DR, #01-241",1,0,0,1.354077,103.870808,550253
419,"279 BISHAN ST 24, #01-62/64",1,0,0,1.357275,103.843803,570279
420,"29A GHIM MOH LINK, #01-01",1,0,0,1.3085642,103.7847344,271029
421,4 BUKIT BATOK ST 41 #01-91/92,1,0,0,1.356036,103.740557,657991
422,"476 UPPER SERANGOON VIEW, #02-18",1,0,0,1.3774356,103.9036654,530476
423,"682 HOUGANG AVE 4, #01-310",1,0,0,1.3741199,103.885754,530682
424,"745 BEDOK RESERVOIR RD, #01-3015",1,0,0,1.3374017,103.9217793,470745
425,"587 BUKIT TIMAH RD #01-01 CORONATION PLAZA, #01-01",1,0,0,1.323702697,103.8101656,269707
426,"1 PASIR RIS CLOSE, E!HUB DOWNTOWN EAST, #02-127, #02-127",1,0,0,1.376175,103.955339,519599
427,"1 JOO KOON CIRCLE, FAIRPRICE HUB, LEVEL 3",1,0,0,1.3272083,103.6784809,629117
428,"107 NORTH BRIDGE RD #B1-10 FUNAN MALL, #B1-10",1,0,0,1.291179,103.850156,179105
429,"78 AIRPORT BOULEVARD, JEWEL CHANGI AIRPORT, #B2-205 TO 208",1,0,0,1.36062915,103.990222,819666
430,"30 EAST COAST RD, KATONG VILLAGE HOTEL, #01-06/07/08/09",1,0,0,1.30377,103.90291,428751
431,"2 SERANGOON RD, TEKKA PLACE, #B1-06/07/08/09",1,0,0,1.30459835,103.8521611,218227
432,"65 AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 3, #B2-10",1,0,0,1.3562824,103.9863733,819663
433,"30 WOODLANDS AVE 1, THE WOODGROVE, #01-11",1,0,0,1.4291761,103.7812864,739065
434,"302 TIONG BAHRU ROAD, #B1-01",1,0,0,1.2862467,103.8279566,168732
435,"491 RIVER VALLEY ROAD, VALLEY POINT, #01-14",1,0,0,1.2930751,103.8267442,248371
436,"83 PUNGGOL CENTRAL, WATERWAY POINT, #B2-32",1,0,0,1.40697,103.901624,828761
437,"256 BANGKIT ROAD, #01-69",1,0,0,1.3789233,103.7728911,670256
438,"260 KIM KEAT AVENUE, #01-01",1,0,0,1.332158,103.857301,310260
439,"284 BUKIT BATOK EAST, #01-251",1,0,0,1.346701,103.757482,650284
440,"293 YISHUN STREET 22, #01-261",1,0,0,1.4365286,103.8375295,760293
441,"376 BUKIT BATOK ST 31, #01-116",1,0,0,1.35846,103.749749,650376
442,"418 YISHUN AVENUE 11, #01-433",1,0,0,1.425076,103.847349,760418
443,"440 PASIR RIS DRIVE 4, #01-01",1,0,0,1.369037,103.958601,510440
444,"525 ANG MO KIO AVE 10, #01-2401",1,0,0,1.37271,103.853925,560525
445,"622D PUNGGOL CENTRAL, #01-06",1,0,0,1.400497,103.9104547,824622
446,"982 BUANGKOK CRESCENT, #01-01",1,0,0,1.3809089,103.8792312,530982
447,"70 WOODLANDS AVE 7, #01-05",1,0,0,1.4403979,103.8005616,738344
448,"144 UPPER BUKIT TIMAH ROAD, #B1-01",1,0,0,1.3421799,103.7761711,588177
449,"524A JELAPANG ROAD, #03-13",1,0,0,1.38533355,103.7661744,671524
450,"512 BISHAN STREET 13, #01-524",1,0,0,1.3497162,103.8499272,570512
451,"291 JOO CHIAT RD, #01-01",1,0,0,1.3098863,103.902122,427543
452,"306 UBI AVE 1, KAMPUNG UBI, #01-85",1,0,0,1.3299202,103.9018922,400306
453,"201 YISHUN AVE 2, #01-03",1,0,0,1.4173597,103.8330179,618640
454,"266 SERANGOON CENTRAL DRIVE, #01-255",1,0,0,1.353302,103.871447,550266
455,"35 STUDENTS WALK, #01-01",1,0,0,1.3481032,103.6855222,639548
456,"475 CHOA CHU KANG AVE 3, #01-01",1,0,0,1.377961,103.73864,680475
457,"9 TAMPINES STREET 32, #01-16",1,0,0,1.3543836,103.9602606,529286
458,"548 WOODLANDS DRIVE 44, #01-37",1,0,0,1.431143,103.794183,730548
459,671 EDGEFIELD PLAINS,1,0,0,1.4035537,103.9088825,820671
460,"311 NEW UPPER CHANGI ROAD, BEDOK MALL, #B1-01/43/44, BASEMENT 1 MAIN ENTRANCE",1,0,0,1.32481115,103.9292544,467360
461,"109 NORTH BRIDGE ROAD, FUNAN, #03-16, IN-STORE",1,1,1,1.291407,103.849406,179097
462,"1 KIM SENG PROMENADE, GREAT WORLD CITY, #07-01",1,1,1,1.29345175,103.8319929,237994
463,"17 PETIR ROAD, HILLION MALL, #B1-65, BASEMENT 1",1,1,1,1.378305,103.762683,678278
464,"2 JURONG EAST STREET 21, IMM, #03-33, IN-STORE",1,1,1,1.334771,103.746757,609601
465,"9 BISHAN PLACE, JUNCTION 8 SHOPPING CENTRE, #03-02, IN-STORE",1,1,1,1.350559456,103.8487479,579837
466,"63 JURONG WEST CENTRAL 3, JURONG POINT, #B1-92, IN-STORE",1,1,1,1.339517,103.705726,648331
467,"391A ORCHARD ROAD, NGEE ANN CITY TOWER A, LEVEL 5",1,1,1,1.3025211,103.8353202,238873
468,"80 MARINE PARADE ROAD, PARKWAY PARADE, #03-29, IN-STORE",1,1,1,1.301736,103.904624,449269
469,"68 ORCHARD ROAD, PLAZA SINGAPURA, #03-39, BESIDE CASHIER COUNTER",1,1,1,1.3004414,103.8449028,238839
470,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL, #04-46/47/48/49, IN-STORE",1,1,1,1.315239,103.764556,129588
471,"1 HARBOURFRONT WALK, VIVOCITY, #02-07, IN-STORE CUSTOMER SERVICE COUNTER",1,1,1,1.2649338,103.8203564,98585
472,"83 PUNGGOL CENTRAL, WATERWAY POINT, EAST WING, MAIN ENTRANCE",1,1,1,1.403889,103.90723,828761
473,"135 JURONG GATEWAY ROAD, BUYER'S OFFICE",1,1,1,1.3338574,103.7397672,600135
474,"192 TOA PAYOH LORONG 4, BUYER'S OFFICE",1,1,1,1.331594523,103.8507407,310192
475,"510 TAMPINES CENTRAL 1, BUYER'S OFFICE",1,1,1,1.35319,103.943481,520510
476,"710A ANG MO KIO AVE 8, GROUND FLOOR - BUYER’S OFFICE",1,1,1,1.371048,103.848195,561710
477,"ANG MO KIO AVENUE 3, ANG MOH KIO HUB, #B1-58, OUTLET ENTRANCE",1,1,1,1.369424433,103.8483662,569933
478,"200 VICTORIA STREET, BUGIS JUNCTION, #B1-26, IN-STORE",1,1,1,1.299535,103.855849,188021
479,"200 VICTORIA STREET, BUGIS JUNCTION, #03-10E, IN-STORE",1,1,1,1.299535,103.855849,188021
480,"5 CHANGI BUSINESS PARK CENTRAL 1, CHANGI CITY POINT, #01-56, IN-STORE",1,1,1,1.33421,103.963124,486038
481,"3 SIMEI STREET 6, EASTPOINT MALL, #B1-08, IN-STORE",1,1,1,1.34270712,103.9531058,528833
482,"90 HOUGANG AVENUE 10, HOUGANG MALL, #02-13, IN-STORE",1,1,1,1.372448,103.893817,538766
483,"2 JURONG EAST STREET 21, IMM, #02-23, IN-STORE",1,1,1,1.334771,103.746757,609601
484,"50 JURONG GATEWAY ROAD, JEM, #04-01, IN-STORE",1,1,1,1.333801,103.743786,608549
485,"1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-94, IN-STORE",1,1,1,1.33949635,103.705254,648886
486,"23 SERANGOON CENTRAL, NEX MALL, #03-33/34, IN-STORE",1,1,1,1.350483724,103.8726356,556083
487,"930 YISHUN AVE 2, #03-90/10",1,1,1,1.4292305,103.8357016,769098
488,"10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER(PLQ), #04-01, IN-STORE",1,1,1,1.317603,103.892933,409057
489,"68 ORCHARD ROAD, PLAZA SINGAPURA, #04-12, IN-STORE",1,1,1,1.300258801,103.8450266,238839
490,"252 NORTH BRIDGE RD, #03-22/23",1,1,1,1.293561,103.853297,179103
491,"30 SEMBAWANG DRIVE, SUN PLAZA, #02-06, BACK OF STORE",1,1,1,1.448203,103.819545,757713
492,"10 TAMPINES CENTRAL 1, TAMPINES 1, #04-25, IN-STORE REPAIR COUNTER",1,1,1,1.354093,103.945171,529536
493,"302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #03-19, IN-STORE",1,1,1,1.286247,103.827957,168732
494,"1 HARBOURFRONT WALK, VIVOCITY, #02-34, IN-STORE",1,1,1,1.2649338,103.8203564,98585
495,"460 TOA PAYOH LORONG 6, MAIN ENTRANCE",1,1,1,1.331962,103.849806,310460
496,"730 ANG MO KIO AVE 6, STORE REAR ENTRANCE",1,1,1,1.373525,103.845732,560730
497,"1 WOODLANDS SQUARE, CAUSEWAY POINT, #04-19/20, MAIN ENTRANCE",1,1,1,1.436349,103.78577,738099
498,"50 TAMPINES NORTH DRIVE 2, COURTS MEGASTORE, LEVEL 1 CASHIER AREA",1,1,1,1.362947,103.944055,528766
499,"3 SIMEI STREET 6, EASTPOINT MALL, #04-07, MAIN ENTRANCE",1,1,1,1.34281,103.95297,528833
500,"50 JURONG GATEWAY ROAD, JEM, #04-30, MAIN ENTRANCE",1,1,1,1.3332962,103.7433912,608549
501,"1 JURONG WEST CENTRAL, JURONG POINT, #02-05, MAIN ENTRANCE",1,1,1,1.33949635,103.705254,648886
502,"260 ORCHARD ROAD, THE HEEREN",1,1,1,1.302323,103.837462,238855
503,"8 CHANGI BUSINESS PARK AVE 1, #01-51 &, #02-51, LEVEL 2 BACK OF STORE",1,1,1,1.33513,103.96334,486018
504,"53 ANG MO KIO AVE 3, ANG MO KIO HUB, #B2-40, CASHIER EXIT AREA",1,1,1,1.369424433,103.8483662,569933
505,"1 HOUGANG ST 91, HOUGANG 1, #02-01, ESCALATOR WALKWAY",1,1,1,1.375730647,103.8794989,538692
506,"50 JURONG GATEWAY RD, JEM, #B1-21/22 & #B3-01, CASHIER AREA",1,1,1,1.3332962,103.7433912,608549
507,"63 JURONG WEST CENTRAL 3, JURONG POINT, #03-01, CASHIER AREA",1,1,1,1.339517,103.705726,648331
508,"1 STADIUM PLACE LEVEL 1 #01-29, CASHIER AREA",1,1,1,1.302784,103.87341,397628
509,"23 SERANGOON CENTRAL, NEX MALL, #03-42, IN-STORE",1,1,1,1.3507085,103.8725819,556083
510,"80 MARINE PARADE RD, PARKWAY PARADE, #03-28, CASHIER AREA",1,1,1,1.301736,103.904624,449269
511,"1 HARBOURFRONT WALK, VIVOCITY, #B2-23, IN-STORE CUSTOMER SERVICE COUNTER",1,1,1,1.2649338,103.8203564,98585
512,"8 ANG MO KIO INDUSTRIAL PARK 2, MAIN ENTRANCE",1,1,1,1.340719,103.949547,569500
513,"71 SUNGEI KADUT DRIVE, GAIN CITY MEGASTORE @ SUNGEI KADUT, LEVEL 1 LIFT LOBBY",1,1,1,1.4128385,103.7459916,729577
514,"6 RAFFLES BOULEVARD, MARINA SQUARE, #03 - 223 / 232, MAIN ENTRANCE",1,1,1,1.2909505,103.8589189,39594
515,"10 TAMPINES CENTRAL 1, TAMPINES 1, #B1-09, MAIN ENTRANCE",1,1,1,1.354125234,103.945111,529536
516,"799 NEW UPPER CHANGI ROAD, BEDOK POINT, #B1-01/02, #B-16/2 AND #B1-K1/K14",1,1,1,1.324952,103.932317,467351
517,"1 JELEBU ROAD, BUKIT PANJANG PLAZA, #03-06, SIDE ENTRANCE",1,1,1,1.37956,103.7643061,677743
518,"5 ANG MO KIO CENTRAL 3, DJITSUN MALL, #02-01/02, BESIDE CASHIER COUNTER",1,1,1,1.372842,103.847568,569663
519,"90 HOUGANG AVENUE 10, HOUGANG MALL, #04-15, IN-STORE",1,1,1,1.372448,103.893817,538766
520,"1 JURONG WEST CENTRAL 2, JURONG POINT, #03-37, IN-STORE",1,1,1,1.33949635,103.705254,648886
521,"9 RAFFLES BOULEVARD, MILLENIA WALK, #02-27, IN-STORE ATRIUM",1,1,1,1.292083,103.859414,39596
522,"930 YISHUN AVENUE 2, NORTHPOINT CITY, SOUTH WING, #B1-136/138, OUTLET ENTRANCE",1,1,1,1.429361,103.836035,769098
523,"80 MARINE PARADE ROAD, PARKWAY PARADE, #02-34, IN-STORE",1,1,1,1.301736,103.904624,449269
524,"33 SENGKANG WEST AVE, SELETAR MALL, #03-25, IN-STORE",1,1,1,1.391483256,103.8760528,797653
525,"3 TEMASEK BOULEVARD, SUNTEC CITY MALL, #01-634, IN-STORE",1,1,1,1.2961932,103.8588706,38983
526,"176 ORCHARD ROAD, THE CENTREPOINT, #03-31",1,1,1,1.3014954,103.839658,238843
527,"750B CHAI CHEE ROAD #01-01 TO 06, TO 12, #02-02 TO 06 BUSINESS PARK, #01-09, IN-STORE",1,1,1,1.3257,103.92189,469002
528,"1 BUKIT BATOK CENTRAL LINK, WEST MALL, #03-06 TO 09, IN-STORE WALKWAY",1,1,1,1.350218,103.749397,658713
529,"3 GATEWAY DRIVE, WESTGATE, #B1-32, IN-STORE",1,1,1,1.33427,103.743241,608532
530,"107 NORTH BRIDGE ROAD, FUNAN MALL, #03-19/20, IN-STORE",1,1,1,1.29137,103.850054,179105
531,"5 STADIUM WALK, KALLANG LEISURE PARK, #01-46-50, STORE REAR ENTRANCE",1,1,1,1.302339625,103.8761261,397693
532,"101 THOMSON ROAD, UNITED SQUARE, #B1-56D/E, MAIN ENTRANCE",1,1,1,1.3172014,103.8438907,307591
533,145 SYED ALWI ROAD,1,1,1,1.310532,103.855,207704
534,"231 BRAS BASAH COMPLEX, #04-23/ 33",1,1,1,1.296785154,103.853601,180231
535,"118 ALJUNIED AVE 2, #01-100, MAIN ENTRANCE",1,1,1,1.32002885,103.8876361,380118
536,"451 BUKIT BATOK WEST AVENUE 6, #01-10, COMMON CORRIDOR",1,1,1,1.3530084,103.744077,650451
537,"602A TAMPINES AVENUE 9, #01-01, MAIN ENTRANCE",1,1,1,1.36101195,103.9374319,521602
538,"720 CLEMENTI WEST ST 2, #01-144, COMMON CORRIDOR",1,1,1,1.3024615,103.7637523,120720
539,"105 CANBERRA ST, EAST BROOK @ CANBERRA, #02-05, COMMON CORRIDOR",1,1,1,1.448890288,103.8323741,750105
540,"2 ANG MO KIO DRIVE, #A1-12, NEAR ENTRANCE, BESIDE CHECK IN AREA",1,1,1,1.3775869,103.8563216,567720
541,"31B EXETER ROAD, COMCENTRE",1,1,1,1.299044,103.838162,239733
542,"68 ORCHARD ROAD, PLAZA SINGAPURA, #01-36, IN-STORE",1,1,1,1.300258801,103.8450266,238839
543,"4 TAMPINES CENTRAL 5, TAMPINES CENTRAL, #02-27, IN-STORE",1,1,1,1.352482982,103.9448402,529510
544,"181 TOA PAYOH LORONG 4, #01-602",1,1,1,1.333635,103.850976,310181
545,"60 PAYA LEBAR ROAD, #B1-01",1,0,1,1.3191162,103.8924825,409051
546,"768 WOODLANDS AVENUE 6, #01-33",1,0,1,1.4457952,103.7981059,730768
547,"78 AIRPORT BOULEVARD, JEWEL, #02-234",1,0,1,1.36062915,103.990222,819666
548,"2 BAYFRONT AVENUE, Marina Bay Sands, B2-06",1,1,0,1.285582,103.860111,18972
549,"270 ORCHARD ROAD, APPLE ORCHARD",1,1,0,1.303105,103.836202,238857
550,"80 MIDDLE ROAD, BUGIS JUNCTION, #01-81",1,1,0,1.2983823,103.8548923,188966
551,"1 WOODLANDS SQUARE, CAUSEWAY POINT, #03-01",1,1,0,1.436455,103.78609,738099
